Question ID,Question Title,Question Slug,Question Text,Topic Tagged text,Difficulty Level,Success Rate,total submission,total accepted,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
239,Sliding Window Maximum,sliding-window-maximum,"You are given an array of integers nums, there is a sliding window of size k which is moving from the very left of the array to the very right. You can only see the k numbers in the window. Each time the sliding window moves right by one position. Return the max sliding window. ","Array,Queue,Sliding Window,Heap (Priority Queue),Monotonic Queue",Hard,46.2,1201410,554953,9485,337,How about using a data structure such as deque (double-ended queue)? The queue size need not be the same as the window’s size. Remove redundant elements and the queue should store only elements that need to be considered.,"76,155,159,265,1814","Minimum Window Substring,Min Stack,Longest Substring with At Most Two Distinct Characters,Paint House II,Jump Game VI"
240,Search a 2D Matrix II,search-a-2d-matrix-ii,Write an efficient algorithm that searches for a value target in an m x n integer matrix matrix. This matrix has the following properties: ,"Array,Binary Search,Divide and Conquer,Matrix",Medium,48.3,1215171,586774,7143,121,,74,Search a 2D Matrix
241,Different Ways to Add Parentheses,different-ways-to-add-parentheses,"Given a string expression of numbers and operators, return all possible results from computing all the different possible ways to group numbers and operators. You may return the answer in any order. ","Math,String,Dynamic Programming,Recursion,Memoization",Medium,61.5,259836,159798,3513,171,,"95,224,282,2147,2328","Unique Binary Search Trees II,Basic Calculator,Expression Add Operators,The Score of Students Solving Math Expression,Minimize Result by Adding Parentheses to Expression"
242,Valid Anagram,valid-anagram,"Given two strings s and t, return true if t is an anagram of s, and false otherwise. An Anagram is a word or phrase formed by rearranging the letters of a different word or phrase, typically using all the original letters exactly once. ","Hash Table,String,Sorting",Easy,61.4,1961949,1203937,4620,209,,"49,266,438","Group Anagrams,Palindrome Permutation,Find All Anagrams in a String"
243,Shortest Word Distance,shortest-word-distance,,"Array,String",Easy,64.3,268584,172586,993,85,,"244,245,2320","Shortest Word Distance II,Shortest Word Distance III,Find All K-Distant Indices in an Array"
244,Shortest Word Distance II,shortest-word-distance-ii,,"Array,Hash Table,Two Pointers,String,Design",Medium,59.4,209173,124203,824,253,,"21,243,245","Merge Two Sorted Lists,Shortest Word Distance,Shortest Word Distance III"
245,Shortest Word Distance III,shortest-word-distance-iii,,"Array,String",Medium,57.2,116774,66747,340,83,,"243,244","Shortest Word Distance,Shortest Word Distance II"
246,Strobogrammatic Number,strobogrammatic-number,,"Hash Table,Two Pointers,String",Easy,47.6,285282,135671,450,748,,"247,248,1069","Strobogrammatic Number II,Strobogrammatic Number III,Confusing Number"
247,Strobogrammatic Number II,strobogrammatic-number-ii,,"Array,String,Recursion",Medium,50.9,230646,117468,769,194,Try to use recursion and notice that it should recurse with n - 2 instead of n - 1.,"246,248,2202","Strobogrammatic Number,Strobogrammatic Number III,Sum of k-Mirror Numbers"
248,Strobogrammatic Number III,strobogrammatic-number-iii,,"Array,String,Recursion",Hard,41.3,81199,33542,270,170,,"246,247","Strobogrammatic Number,Strobogrammatic Number II"
249,Group Shifted Strings,group-shifted-strings,,"Array,Hash Table,String",Medium,63.4,260115,165023,1288,238,,49,Group Anagrams
250,Count Univalue Subtrees,count-univalue-subtrees,,"Tree,Depth-First Search,Binary Tree",Medium,54.8,215228,117876,932,299,,"572,687","Subtree of Another Tree,Longest Univalue Path"
251,Flatten 2D Vector,flatten-2d-vector,,"Array,Two Pointers,Design,Iterator",Medium,47.9,214619,102769,562,313,"How many variables do you need to keep track? Two variables is all you need. Try with x and y. Beware of empty rows. It could be the first few rows. To write correct code, think about the invariant to maintain. What is it? The invariant is x and y must always point to a valid point in the 2d vector. Should you maintain your invariant ahead of time or right when you need it? Not sure? Think about how you would implement hasNext(). Which is more complex? Common logic in two different places should be refactored into a common method.","173,281,284,341","Binary Search Tree Iterator,Zigzag Iterator,Peeking Iterator,Flatten Nested List Iterator"
252,Meeting Rooms,meeting-rooms,,"Array,Sorting",Easy,56.7,463131,262491,1376,67,,"56,253","Merge Intervals,Meeting Rooms II"
253,Meeting Rooms II,meeting-rooms-ii,,"Array,Two Pointers,Greedy,Sorting,Heap (Priority Queue)",Medium,49.6,1250885,620539,5384,104,"Think about how we would approach this problem in a very simplistic way. We will allocate rooms to meetings that occur earlier in the day v/s the ones that occur later on, right? If you've figured out that we have to sort the meetings by their start time, the next thing to think about is how do we do the allocation? There are two scenarios possible here for any meeting. Either there is no meeting room available and a new one has to be allocated, or a meeting room has freed up and this meeting can take place there. An important thing to note is that we don't really care which room gets freed up while allocating a room for the current meeting. As long as a room is free, our job is done. We already know the rooms we have allocated till now and we also know when are they due to get free because of the end times of the meetings going on in those rooms. We can simply check the room which is due to get vacated the earliest amongst all the allocated rooms. Following up on the previous hint, we can make use of a min-heap to store the end times of the meetings in various rooms. So, every time we want to check if any room is free or not, simply check the topmost element of the min heap as that would be the room that would get free the earliest out of all the other rooms currently occupied.

If the room we extracted from the top of the min heap isn't free, then no other room is. So, we can save time here and simply allocate a new room.","56,252,452,1184","Merge Intervals,Meeting Rooms,Minimum Number of Arrows to Burst Balloons,Car Pooling"
254,Factor Combinations,factor-combinations,,"Array,Backtracking",Medium,48.6,217685,105862,890,48,,39,Combination Sum
255,Verify Preorder Sequence in Binary Search Tree,verify-preorder-sequence-in-binary-search-tree,,"Stack,Tree,Binary Search Tree,Recursion,Monotonic Stack,Binary Tree",Medium,47.5,134362,63813,916,68,,144,Binary Tree Preorder Traversal
256,Paint House,paint-house,,"Array,Dynamic Programming",Medium,58.6,262070,153579,1747,119,,"198,213,265,276","House Robber,House Robber II,Paint House II,Paint Fence"
257,Binary Tree Paths,binary-tree-paths,"Given the root of a binary tree, return all root-to-leaf paths in any order. A leaf is a node with no children. ","String,Backtracking,Tree,Depth-First Search,Binary Tree",Easy,58.5,857207,501173,3949,181,,"113,1030,2217","Path Sum II,Smallest String Starting From Leaf,Step-By-Step Directions From a Binary Tree Node to Another"
258,Add Digits,add-digits,"Given an integer num, repeatedly add all its digits until the result has only one digit, and return it. ","Math,Simulation,Number Theory",Easy,62.4,743480,463936,2409,1642,"A naive implementation of the above process is trivial. Could you come up with other methods? What are all the possible results? How do they occur, periodically or randomly? You may find this Wikipedia article useful.","202,1082,2076,2264","Happy Number,Sum of Digits in the Minimum Number,Sum of Digits of String After Convert,Minimum Sum of Four Digit Number After Splitting Digits"
259,3Sum Smaller,3sum-smaller,,"Array,Two Pointers,Binary Search,Sorting",Medium,50.3,227026,114177,1232,124,,"15,16,611,1083","3Sum,3Sum Closest,Valid Triangle Number,Two Sum Less Than K"
260,Single Number III,single-number-iii,"Given an integer array nums, in which exactly two elements appear only once and all the other elements appear exactly twice. Find the two elements that appear only once. You can return the answer in any order. You must write an algorithm that runs in linear runtime complexity and uses only constant extra space. ","Array,Bit Manipulation",Medium,67.1,372615,250144,3806,182,,"136,137","Single Number,Single Number II"
